C_NAMEVI,C_NAMEEN,D_NAME,P_NAME,C_CODE,D_CODE,P_CODE,CODE_OLD
ChØ §¹o,Chi Dao,V¨n L©m,Hung Yen,11992,325,33,1090205
Phó ThÞnh,Phu Thinh,Kim §éng,Hung Yen,12310,331,33,1090919
Ph­êng Quang Trung,P.Quang Trung,H­ng Yªn,Hung Yen,11968,323,33,1090109
Ph­êng Hång Ch©u,P.Hong Chau,H­ng Yªn,Hung Yen,11962,323,33,1090111
Ph­êng Minh Khai,P.Minh Khai,H­ng Yªn,Hung Yen,11965,323,33,1090107
Ph­êng Lª Lîi,P.Le Loi,H­ng Yªn,Hung Yen,11959,323,33,1090105
P. HiÒn Nam,Hien Nam,H­ng Yªn,Hung Yen,11956,323,33,1090103
§øc Hîp,Duc Hop,Kim §éng,Hung Yen,12316,331,33,1090923
Phó C­êng,Phu Cuong,Kim §éng,Hung Yen,12331,331,33,1090935
§«ng Ninh,Dong Ninh,Kho¸i Ch©u,Hung Yen,12259,330,33,1090637
§¹i TËp,Dai Tap,Kho¸i Ch©u,Hung Yen,12262,330,33,1090639
Mai §éng,Mai Dong,Kim §éng,Hung Yen,12313,331,33,1090921
L­¬ng Tµi,Luong Tai,V¨n L©m,Hung Yen,12010,325,33,1090217
Tam §a,Tam Da,Phï Cõ,Hung Yen,12421,333,33,1091121
Tèng Phan,Tong Phan,Phï Cõ,Hung Yen,12409,333,33,1091113
Minh T©n,Minh Tan,Phï Cõ,Hung Yen,12394,333,33,1091102
V¨n NhuÖ,Van Nhue,¢n Thi,Hung Yen,12175,329,33,1090723
T©n Phóc,Tan phuc,¢n Thi,Hung Yen,12157,329,33,1090711
Phï ñng,Phu Ung,¢n Thi,Hung Yen,12145,329,33,1090703
Minh §øc,Minh Duc,Mü Hµo,Hung Yen,12127,328,33,1090349
Nguyªn Hoµ,Nguyen Hoa,Phï Cõ,Hung Yen,12427,333,33,1091125
NhËt Quang,Nhat Quang,Phï Cõ,Hung Yen,12415,333,33,1091117
Quang H­ng,Quang Hung,Phï Cõ,Hung Yen,12400,333,33,1091107
§a Léc,Da Loc,¢n Thi,Hung Yen,12187,329,33,1090731
Hoµng Hoa Th¸m,Hoang Hoa Tham,¢n Thi,Hung Yen,12169,329,33,1090719
B·i SËy,Bai Say,¢n Thi,Hung Yen,12151,329,33,1090707
Ngäc L©m,Ngoc Lam,Mü Hµo,Hung Yen,12136,328,33,1090361
Th¾ng Lîi,Thang Loi,V¨n Giang,Hung Yen,12046,326,33,1090519
TT. V¨n Giang,Van Giang town,V¨n Giang,Hung Yen,12019,326,33,1090501
Liªn NghÜa,Lien Nghia,V¨n Giang,Hung Yen,12040,326,33,1090515
Cöu C¸o,Cuu Cao,V¨n Giang,Hung Yen,12025,326,33,1090505
Xu©n Quan,Xuan Quan,V¨n Giang,Hung Yen,12022,326,33,1090503
T©n Quang,Tan Quang,V¨n L©m,Hung Yen,12001,325,33,1090211
TT. Nh­ Quúnh,Nhu Quynh town,V¨n L©m,Hung Yen,11986,325,33,1090201
